,gender,seniorcitizen,partner,dependents,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,tenure,phoneservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,cust-loyality,family_member,subscription_count
1917,Female,youth,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,No,Credit card (automatic),89.1,6352.4,No,Very Loyal,Married,6
1918,Male,old,No,No,No,DSL,Yes,No,No,Yes,No,No,24,Yes,Month-to-month,No,Electronic check,54.95,1348.5,No,Loyal,Single,2
1919,Male,old,No,No,No,DSL,No,No,Yes,No,No,No,1,Yes,Month-to-month,No,Mailed check,50.9,50.9,Yes,New,Single,1
1920,Male,old,Yes,No,No,No,No,No,No,No,No,No,22,Yes,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,No,Somewhat Loyal,Married,0
1921,Male,old,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,70,Yes,Two year,Yes,Credit card (automatic),85.95,5931.75,No,Very Loyal,Married With Dependents ,5
1922,Male,old,Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,25,Yes,Month-to-month,No,Electronic check,60.35,1404.65,No,Loyal,Married With Dependents ,1
1923,Male,old,Yes,Yes,No,No,No,No,No,No,No,No,37,Yes,Two year,No,Bank transfer (automatic),19.8,726.1,No,Loyal,Married With Dependents ,0
1924,Female,youth,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,22,Yes,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,No,Somewhat Loyal,Married With Dependents ,1
1925,Female,old,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,59,Yes,Two year,Yes,Bank transfer (automatic),72.1,4194.85,No,Very Loyal,Married With Dependents ,3
1926,Male,old,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,49,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,Yes,Very Loyal,Married With Dependents ,3
1927,Male,old,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,47,Yes,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,Yes,Loyal,Married With Dependents ,4
1928,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,31,Yes,Month-to-month,Yes,Mailed check,19.55,658.95,Yes,Loyal,Married With Dependents ,0
1929,Male,old,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,1,Yes,Month-to-month,Yes,Electronic check,81.05,81.05,No,New,Married With Dependents ,1
1930,Male,old,No,No,No,No,No,No,No,No,No,No,3,Yes,Month-to-month,Yes,Electronic check,20.5,76.95,No,New,Single,0
1931,Female,old,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,53,Yes,One year,Yes,Bank transfer (automatic),111.8,5809.75,No,Very Loyal,Married,5
1932,Male,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,20.2,20.2,No,New,Single,0
1933,Male,old,No,No,No,No,No,No,No,No,No,No,20,Yes,One year,Yes,Mailed check,19.7,415.9,No,Somewhat Loyal,Single,0
1934,Female,old,No,No,No,Fiber optic,Yes,Yes,No,No,No,No,3,Yes,Month-to-month,Yes,Electronic check,79.1,246.5,Yes,New,Single,2
1935,Female,old,No,No,No,No,No,No,No,No,No,No,51,Yes,One year,Yes,Bank transfer (automatic),19.85,996.95,No,Very Loyal,Single,0
1936,Female,old,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No,51,Yes,One year,Yes,Bank transfer (automatic),60.5,3145.15,No,Very Loyal,Married,3
1937,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,13,Yes,Two year,No,Mailed check,19.55,265.3,No,Somewhat Loyal,Married With Dependents ,0
1938,Female,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,No,Mailed check,20.9,20.9,No,New,Single,0
1939,Male,old,No,Yes,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,21.05,21.05,No,New,Singe With Dependents,0
1940,Male,old,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,63,Yes,One year,No,Electronic check,71.5,4576.3,No,Very Loyal,Single,4
1941,Male,old,No,No,No,DSL,No,No,No,No,No,Yes,3,Yes,Month-to-month,No,Mailed check,54.65,189.1,No,New,Single,1
1942,Male,old,No,No,No,No,No,No,No,No,No,No,46,Yes,Two year,No,Credit card (automatic),19.2,908.15,No,Loyal,Single,0
1943,Male,old,No,No,Yes,DSL,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Credit card (automatic),49.8,49.8,No,New,Single,0
1944,Male,old,No,Yes,unknown,DSL,No,No,No,No,No,No,8,No,Month-to-month,No,Mailed check,25.5,215.2,Yes,New,Singe With Dependents,0
1945,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,71,Yes,Two year,No,Bank transfer (automatic),20.5,1500.95,No,Very Loyal,Married With Dependents ,0
1946,Male,old,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,55,Yes,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,No,Very Loyal,Married With Dependents ,2
1947,Female,old,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,70,Yes,One year,Yes,Bank transfer (automatic),90.25,6385.95,No,Very Loyal,Single,3
1948,Female,old,No,No,No,Fiber optic,No,No,No,No,No,Yes,2,Yes,Month-to-month,No,Electronic check,80.75,159.45,Yes,New,Single,1
1949,Male,old,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,67,Yes,Two year,No,Bank transfer (automatic),104.6,6885.75,No,Very Loyal,Married With Dependents ,4
1950,Male,old,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,65,Yes,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,Yes,Very Loyal,Married,2
1951,Male,old,Yes,No,No,DSL,No,No,Yes,No,No,No,14,Yes,Month-to-month,No,Credit card (automatic),50.2,668.85,No,Somewhat Loyal,Married,1
1952,Female,old,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,20,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,No,Somewhat Loyal,Married With Dependents ,3
1953,Male,old,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,New,Singe With Dependents,1
1954,Male,old,No,No,Yes,Fiber optic,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,75.45,75.45,Yes,New,Single,0
1955,Female,old,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,49,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,No,Very Loyal,Married With Dependents ,2
1956,Female,old,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,72,Yes,Two year,Yes,Bank transfer (automatic),101.3,7261.25,No,Very Loyal,Single,4
1957,Female,old,Yes,No,Yes,DSL,Yes,No,No,No,No,No,46,Yes,Month-to-month,No,Electronic check,53.1,2459.8,No,Loyal,Married,1
1958,Male,old,No,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,24,Yes,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,No,Loyal,Single,2
1959,Female,old,Yes,Yes,unknown,DSL,No,Yes,No,Yes,No,No,5,No,Month-to-month,No,Electronic check,34.25,163.55,No,New,Married With Dependents ,2
1960,Female,old,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,33,Yes,Month-to-month,No,Credit card (automatic),88.6,2888.7,No,Loyal,Married With Dependents ,3
1961,Female,old,No,No,Yes,DSL,Yes,Yes,No,No,No,No,42,Yes,One year,Yes,Bank transfer (automatic),60.15,2421.6,No,Loyal,Single,2
1962,Male,old,No,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,23,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,No,Somewhat Loyal,Single,4
1963,Male,old,No,No,No,Fiber optic,No,No,No,No,No,No,8,Yes,Month-to-month,No,Bank transfer (automatic),70.7,553.4,No,New,Single,0
1964,Male,old,No,No,No,DSL,Yes,Yes,No,No,No,No,66,Yes,One year,Yes,Mailed check,54.8,3465.7,No,Very Loyal,Single,2
1965,Male,old,No,No,No,DSL,Yes,No,No,No,No,No,24,Yes,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,Yes,Loyal,Single,1
1966,Male,youth,No,No,Yes,DSL,No,Yes,No,No,No,No,24,Yes,Month-to-month,No,Credit card (automatic),54.8,1291.3,No,Loyal,Single,1
1967,Male,old,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,69,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes,Very Loyal,Single,5
1968,Female,old,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,53,Yes,One year,Yes,Mailed check,100.3,5200.8,No,Very Loyal,Single,4
1969,Female,old,No,No,unknown,DSL,Yes,No,Yes,No,Yes,Yes,60,No,Two year,No,Electronic check,53.6,3237.05,No,Very Loyal,Single,4
1970,Female,old,Yes,No,No,Fiber optic,No,No,No,No,Yes,No,7,Yes,Month-to-month,Yes,Electronic check,81.1,576.65,Yes,New,Married,1
1971,Female,old,No,No,No,No,No,No,No,No,No,No,20,Yes,One year,Yes,Credit card (automatic),19.35,433.75,No,Somewhat Loyal,Single,0
1972,Female,old,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,23,Yes,Month-to-month,No,Electronic check,85.6,1868.4,No,Somewhat Loyal,Married With Dependents ,1
1973,Male,old,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,72,Yes,Two year,Yes,Electronic check,80.8,5728.55,No,Very Loyal,Married With Dependents ,5
1974,Male,old,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,11,Yes,Month-to-month,Yes,Electronic check,74.95,825.7,Yes,New,Married,0
1975,Male,old,No,No,No,No,No,No,No,No,No,No,21,Yes,Two year,No,Mailed check,19.6,390.4,No,Somewhat Loyal,Single,0
1976,Male,youth,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,Yes,New,Single,2
1977,Male,youth,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,31,Yes,Month-to-month,Yes,Electronic check,90.7,2845.15,No,Loyal,Single,2
1978,Female,old,No,No,No,DSL,No,Yes,Yes,Yes,Yes,No,57,Yes,Two year,No,Mailed check,69.75,3894.4,No,Very Loyal,Single,4
1979,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,45,Yes,Two year,Yes,Bank transfer (automatic),20.0,886.4,No,Loyal,Married With Dependents ,0
1980,Male,old,No,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,10,Yes,Month-to-month,Yes,Electronic check,95.25,1021.55,No,New,Single,3
1981,Female,old,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,58,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,Very Loyal,Married,4
1982,Male,old,No,Yes,No,No,No,No,No,No,No,No,14,Yes,Month-to-month,No,Mailed check,19.95,268.4,No,Somewhat Loyal,Singe With Dependents,0
1983,Male,old,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,27,Yes,One year,No,Mailed check,80.85,2204.35,No,Loyal,Married,4
1984,Female,old,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,14,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259.0,Yes,Somewhat Loyal,Married With Dependents ,2
1985,Female,old,Yes,Yes,unknown,DSL,No,Yes,No,No,No,No,12,No,Month-to-month,No,Mailed check,29.2,309.1,Yes,Somewhat Loyal,Married With Dependents ,1
1986,Female,old,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,69,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,No,Very Loyal,Married With Dependents ,3
1987,Female,old,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,25,Yes,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,Yes,Loyal,Married With Dependents ,3
1988,Male,youth,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,58,Yes,One year,Yes,Electronic check,108.85,6287.25,Yes,Very Loyal,Married,5
1989,Female,old,Yes,Yes,unknown,DSL,Yes,No,No,Yes,Yes,No,35,No,Two year,Yes,Credit card (automatic),46.35,1662.05,No,Loyal,Married With Dependents ,3
1990,Female,youth,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,16,Yes,Month-to-month,Yes,Electronic check,84.75,1350.15,Yes,Somewhat Loyal,Single,1
1991,Male,old,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,45,Yes,One year,No,Credit card (automatic),78.75,3600.65,No,Loyal,Married With Dependents ,4
1992,Female,old,No,No,No,Fiber optic,No,Yes,No,No,Yes,No,17,Yes,Month-to-month,Yes,Electronic check,83.55,1329.15,No,Somewhat Loyal,Single,2
1993,Female,old,Yes,Yes,No,DSL,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,45.7,45.7,Yes,New,Married With Dependents ,0
1994,Male,old,No,No,No,No,No,No,No,No,No,No,22,Yes,One year,No,Mailed check,19.6,422.5,No,Somewhat Loyal,Single,0
1995,Female,youth,No,No,No,Fiber optic,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,New,Single,0
1996,Male,old,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,67,Yes,Two year,No,Mailed check,67.85,4627.65,No,Very Loyal,Married With Dependents ,4
1997,Female,old,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,67,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,No,Very Loyal,Married With Dependents ,4
1998,Female,old,Yes,No,unknown,DSL,No,No,No,No,Yes,Yes,2,No,Month-to-month,No,Electronic check,44.6,97.1,Yes,New,Married,2
1999,Male,old,No,No,Yes,Fiber optic,No,No,No,No,No,No,23,Yes,Month-to-month,Yes,Electronic check,74.95,1710.45,Yes,Somewhat Loyal,Single,0
2000,Female,youth,No,No,No,Fiber optic,No,No,Yes,No,No,No,9,Yes,Month-to-month,No,Credit card (automatic),75.5,637.4,No,New,Single,1
2001,Female,old,No,No,No,No,No,No,No,No,No,No,5,Yes,Month-to-month,No,Mailed check,20.15,117.95,No,New,Single,0
2002,Male,old,No,No,unknown,DSL,Yes,No,No,Yes,Yes,No,54,No,Two year,No,Credit card (automatic),45.2,2460.55,No,Very Loyal,Single,3
2003,Female,old,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,57,Yes,Two year,Yes,Electronic check,95.25,5464.65,Yes,Very Loyal,Single,3
2004,Male,old,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,24,Yes,Month-to-month,Yes,Mailed check,89.85,2165.05,Yes,Loyal,Single,2
2005,Female,old,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,49,Yes,One year,No,Mailed check,100.45,4941.8,Yes,Very Loyal,Married With Dependents ,3
2006,Male,old,No,No,Yes,DSL,No,No,No,No,No,No,5,Yes,Month-to-month,No,Electronic check,47.15,223.15,Yes,New,Single,0
2007,Male,old,No,No,No,Fiber optic,No,No,No,No,No,Yes,2,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,Yes,New,Single,1
2008,Female,old,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,4,Yes,Month-to-month,Yes,Mailed check,87.1,341.45,Yes,New,Singe With Dependents,2
2009,Male,old,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,70,Yes,Two year,Yes,Bank transfer (automatic),79.25,5731.85,No,Very Loyal,Married With Dependents ,5
2010,Male,old,No,No,Yes,Fiber optic,No,No,No,No,No,No,5,Yes,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Yes,New,Single,0
2011,Male,old,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,53,Yes,Month-to-month,No,Electronic check,85.7,4616.1,No,Very Loyal,Married With Dependents ,5
2012,Female,old,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,47,Yes,Month-to-month,Yes,Electronic check,98.75,4533.7,Yes,Loyal,Married,4
2013,Female,old,No,Yes,No,No,No,No,No,No,No,No,31,Yes,One year,No,Credit card (automatic),20.1,589.25,No,Loyal,Singe With Dependents,0
2014,Male,old,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,No,13,Yes,Month-to-month,No,Bank transfer (automatic),61.8,750.1,No,Somewhat Loyal,Married With Dependents ,3
2015,Female,old,Yes,Yes,Yes,DSL,No,No,No,No,No,No,28,Yes,Month-to-month,No,Mailed check,49.9,1410.25,No,Loyal,Married With Dependents ,0
2016,Female,old,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,10,Yes,Month-to-month,No,Electronic check,86.45,830.85,Yes,New,Single,1
2017,Male,old,Yes,No,No,No,No,No,No,No,No,No,38,Yes,Two year,No,Bank transfer (automatic),20.4,743.5,No,Loyal,Married,0
2018,Female,old,No,No,No,DSL,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,45.3,45.3,Yes,New,Single,0
2019,Male,old,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,67,Yes,One year,No,Electronic check,104.1,7040.85,Yes,Very Loyal,Married,4
2020,Male,old,Yes,No,No,DSL,Yes,Yes,No,No,Yes,Yes,52,Yes,One year,Yes,Mailed check,75.4,3865.45,No,Very Loyal,Married,4
2021,Male,old,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,62,Yes,Two year,No,Mailed check,108.15,6825.65,No,Very Loyal,Married With Dependents ,6
2022,Female,old,No,No,No,Fiber optic,No,Yes,No,No,No,Yes,16,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,No,Somewhat Loyal,Single,2
2023,Female,youth,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,No,5,Yes,Month-to-month,Yes,Electronic check,81.0,371.65,Yes,New,Married,1
2024,Male,old,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,12,Yes,One year,No,Electronic check,95.7,1184.0,No,Somewhat Loyal,Single,3
2025,Female,old,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,Yes,Bank transfer (automatic),116.85,8477.7,No,Very Loyal,Married With Dependents ,6
2026,Male,youth,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,71,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,No,Very Loyal,Single,4
2027,Female,old,Yes,No,No,No,No,No,No,No,No,No,24,Yes,One year,No,Mailed check,20.15,456.85,No,Loyal,Married,0
2028,Female,old,No,No,No,No,No,No,No,No,No,No,15,Yes,Two year,No,Mailed check,19.6,331.6,No,Somewhat Loyal,Single,0
2029,Male,old,Yes,No,No,Fiber optic,Yes,Yes,No,No,No,Yes,67,Yes,One year,Yes,Credit card (automatic),90.6,6056.15,Yes,Very Loyal,Married,3
2030,Male,old,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,2,Yes,Month-to-month,No,Bank transfer (automatic),60.95,134.6,No,New,Singe With Dependents,2
2031,Female,old,Yes,Yes,unknown,DSL,No,No,No,No,No,No,5,No,Month-to-month,No,Mailed check,25.05,125.5,No,New,Married With Dependents ,0
2032,Female,old,Yes,No,No,Fiber optic,No,No,No,No,Yes,Yes,15,Yes,Month-to-month,No,Electronic check,88.15,1390.6,Yes,Somewhat Loyal,Married,2
2033,Male,old,No,No,No,No,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,New,Single,0
2034,Male,old,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,41,Yes,One year,Yes,Bank transfer (automatic),60.3,2511.3,No,Loyal,Married With Dependents ,3
2035,Female,old,No,Yes,No,DSL,Yes,Yes,No,No,No,Yes,43,Yes,Month-to-month,Yes,Electronic check,63.95,2737.05,No,Loyal,Singe With Dependents,3
2036,Male,youth,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,1,Yes,Month-to-month,No,Electronic check,74.3,74.3,No,New,Married,0
2037,Female,youth,No,No,No,Fiber optic,No,No,No,No,No,No,1,Yes,Month-to-month,Yes,Mailed check,70.6,70.6,No,New,Single,0
2038,Female,old,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,26,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,Yes,Loyal,Married With Dependents ,2
2039,Male,old,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,22,Yes,Month-to-month,Yes,Electronic check,79.35,1730.35,Yes,Somewhat Loyal,Single,1
2040,Male,old,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,71,Yes,Two year,No,Bank transfer (automatic),90.55,6404.0,No,Very Loyal,Married,6
2041,Male,old,No,No,No,No,No,No,No,No,No,No,7,Yes,Two year,No,Mailed check,19.45,165.35,No,New,Single,0
2042,Female,youth,No,No,Yes,DSL,No,Yes,Yes,Yes,No,No,28,Yes,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,No,Loyal,Single,3
2043,Male,youth,No,No,No,Fiber optic,No,No,No,No,No,No,16,Yes,Month-to-month,No,Electronic check,69.65,1043.3,No,Somewhat Loyal,Single,0
2044,Male,old,No,No,No,No,No,No,No,No,No,No,7,Yes,One year,No,Mailed check,19.5,128.6,No,New,Single,0
2045,Female,old,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,69,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.45,No,Very Loyal,Single,5
2046,Female,old,No,Yes,unknown,DSL,No,No,No,No,No,No,1,No,Month-to-month,No,Mailed check,24.7,24.7,No,New,Singe With Dependents,0
2047,Male,old,No,No,No,DSL,Yes,No,Yes,No,Yes,Yes,3,Yes,Month-to-month,Yes,Electronic check,77.4,206.15,No,New,Single,4
2048,Male,youth,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,21,Yes,Month-to-month,Yes,Bank transfer (automatic),96.8,2030.3,Yes,Somewhat Loyal,Single,3
2049,Female,old,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,69,Yes,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,No,Very Loyal,Married,2
2050,Female,old,Yes,No,unknown,DSL,Yes,Yes,Yes,Yes,No,No,71,No,Two year,Yes,Bank transfer (automatic),47.6,3377.8,No,Very Loyal,Married,4
2051,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,69,Yes,Two year,No,Mailed check,19.4,1346.2,No,Very Loyal,Married With Dependents ,0
2052,Female,old,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,48,Yes,Month-to-month,Yes,Electronic check,103.85,4946.05,No,Loyal,Single,4
2053,Male,old,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,47,Yes,Month-to-month,Yes,Bank transfer (automatic),83.35,4065.0,Yes,Loyal,Married,2
2054,Female,old,No,No,Yes,DSL,No,No,No,No,No,No,2,Yes,Month-to-month,Yes,Electronic check,49.4,106.55,Yes,New,Single,0
2055,Male,old,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,45,Yes,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,No,Loyal,Single,5
2056,Male,old,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,51,Yes,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,No,Very Loyal,Single,1
2057,Female,old,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,22,Yes,Month-to-month,Yes,Electronic check,79.2,1742.75,Yes,Somewhat Loyal,Married,4
2058,Male,old,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,72,Yes,Two year,No,Bank transfer (automatic),86.65,6224.8,No,Very Loyal,Single,6
2059,Male,old,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,37,Yes,Month-to-month,Yes,Electronic check,92.95,3415.25,No,Loyal,Married With Dependents ,3
2060,Male,old,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,71,Yes,Two year,No,Electronic check,90.35,6325.25,No,Very Loyal,Married With Dependents ,6
2061,Male,old,Yes,Yes,No,DSL,No,No,Yes,No,No,No,7,Yes,Month-to-month,No,Electronic check,48.7,340.25,Yes,New,Married With Dependents ,1
2062,Female,old,No,No,Yes,No,No,No,No,No,No,No,66,Yes,Two year,Yes,Credit card (automatic),25.15,1683.6,No,Very Loyal,Single,0
2063,Male,old,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,51,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,No,Very Loyal,Married With Dependents ,4
2064,Female,old,Yes,Yes,No,No,No,No,No,No,No,No,30,Yes,One year,No,Bank transfer (automatic),19.55,608.5,No,Loyal,Married With Dependents ,0
2065,Female,old,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,34,Yes,Month-to-month,No,Electronic check,85.35,2896.6,No,Loyal,Single,1
2066,Male,old,Yes,Yes,Yes,No,No,No,No,No,No,No,64,Yes,Two year,Yes,Mailed check,24.8,1514.85,No,Very Loyal,Married With Dependents ,0
2067,Male,youth,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,65,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,No,Very Loyal,Married,4
2068,Male,old,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,47,Yes,Month-to-month,No,Mailed check,100.75,4669.2,No,Loyal,Single,4
2069,Female,old,No,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,1,Yes,Month-to-month,Yes,Electronic check,95.6,95.6,Yes,New,Single,3
2070,Female,old,No,No,Yes,DSL,Yes,Yes,No,No,No,No,49,Yes,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,Yes,Very Loyal,Single,2
2071,Female,old,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,67,Yes,Two year,No,Credit card (automatic),94.1,6302.8,No,Very Loyal,Married With Dependents ,3
2072,Male,old,No,Yes,No,No,No,No,No,No,No,No,39,Yes,One year,No,Bank transfer (automatic),19.35,779.2,No,Loyal,Singe With Dependents,0
2073,Male,old,No,No,No,No,No,No,No,No,No,No,14,Yes,Month-to-month,No,Mailed check,19.9,283.75,No,Somewhat Loyal,Single,0
2074,Female,youth,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,43,Yes,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,Yes,Loyal,Single,5
2075,Male,youth,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,56,Yes,Month-to-month,Yes,Electronic check,101.05,5594.0,No,Very Loyal,Single,3
2076,Female,old,No,No,No,DSL,No,No,No,Yes,No,Yes,14,Yes,One year,No,Credit card (automatic),59.1,772.85,No,Somewhat Loyal,Single,2
2077,Female,old,No,No,No,Fiber optic,No,No,No,No,No,No,1,Yes,Month-to-month,No,Electronic check,71.35,71.35,Yes,New,Single,0
2078,Male,old,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,16,Yes,One year,Yes,Mailed check,55.85,857.8,No,Somewhat Loyal,Married With Dependents ,2
2079,Male,old,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,70,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,No,Very Loyal,Married With Dependents ,4
2080,Male,youth,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,72,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,No,Very Loyal,Married,5
